case,serial_id,A,B,C,A_error,B_error,C_error
true-b-double,107,5.999999999999994,0.5,0.24400000000000233,-6.217248937900877e-15,0.0,2.3314683517128287e-15
true-b-double,108,6.000000000000032,0.5,0.5610000000000018,3.197442310920451e-14,0.0,1.7763568394002505e-15
true-b-double,109,8.000000000000027,0.5,-0.6640000000000061,2.6645352591003757e-14,0.0,-6.106226635438361e-15
true-b-double,110,5.9999999999999805,0.5,-0.23800000000000215,-1.9539925233402755e-14,0.0,-2.1649348980190553e-15
true-b-double,111,5.999999999999959,0.5,0.673000000000006,-4.085620730620576e-14,0.0,5.995204332975845e-15
true-b-double,112,7.999999999999983,0.5,-0.6590000000000019,-1.687538997430238e-14,0.0,-1.887379141862766e-15
true-b-double,113,6.999999999999929,0.5,-0.871999999999997,-7.105427357601002e-14,0.0,2.9976021664879227e-15
true-b-double,114,6.999999999999992,0.5,-0.5840000000000002,-7.993605777301127e-15,0.0,-2.220446049250313e-16
true-b-double,115,6.0000000000000036,0.5,0.23400000000000182,3.552713678800501e-15,0.0,1.8041124150158794e-15
true-b-double,116,6.000000000000007,0.5,0.5619999999999988,7.105427357601002e-15,0.0,-1.2212453270876722e-15
true-b-double,117,7.99999999999997,0.5,-0.6660000000000009,-3.019806626980426e-14,0.0,-8.881784197001252e-16
true-b-double,118,6.000000000000007,0.5,-0.2120000000000032,7.105427357601002e-15,0.0,-3.219646771412954e-15
true-b-double,119,6.000000000000034,0.5,-0.19100000000000097,3.375077994860476e-14,0.0,-9.71445146547012e-16
true-b-double,120,5.999999999999992,0.5,0.6670000000000084,-7.993605777301127e-15,0.0,8.326672684688674e-15
true-b-double,121,8.000000000000039,0.5,-0.6530000000000041,3.907985046680551e-14,0.0,-4.107825191113079e-15
true-b-double,122,6.99999999999997,0.5,-0.8770000000000004,-3.019806626980426e-14,0.0,-4.440892098500626e-16
true-b-double,123,7.00000000000001,0.5,-0.5580000000000007,9.769962616701378e-15,0.0,-6.661338147750939e-16
true-b-double,124,6.000000000000055,0.5,0.18599999999999525,5.5067062021407764e-14,0.0,-4.746203430272544e-15
true-b-double,125,6.000000000000011,0.5,0.5740000000000056,1.0658141036401503e-14,0.0,5.662137425588298e-15
true-b-double,126,8.00000000000003,0.5,-0.6940000000000001,3.019806626980426e-14,0.0,-1.1102230246251565e-16
true-b-double,127,6.000000000000004,0.5,0.09600000000000368,4.440892098500626e-15,0.0,3.677613769070831e-15
true-b-double,128,15.999999999999936,0.5,-0.2850000000000014,-6.394884621840902e-14,0.0,-1.4432899320127035e-15
true-b-double,129,6.999999999999979,0.5,-0.5920000000000016,-2.1316282072803006e-14,0.0,-1.6653345369377348e-15
true-b-double,130,5.999999999999998,0.5,0.26700000000000046,-1.7763568394002505e-15,0.0,4.440892098500626e-16
true-b-double,131,6.000000000000035,0.5,0.5599999999999994,3.4638958368304884e-14,0.0,-6.661338147750939e-16
true-b-double,132,8.000000000000039,0.5,-0.6730000000000019,3.907985046680551e-14,0.0,-1.887379141862766e-15
true-b-double,133,5.999999999999996,0.5,-0.3919999999999995,-4.440892098500626e-15,0.0,4.996003610813204e-16
true-b-double,134,7.00000000000003,0.5,-0.5879999999999977,3.019806626980426e-14,0.0,2.220446049250313e-15
true-b-double,135,6.000000000000029,0.5,0.21500000000000072,2.930988785010413e-14,0.0,7.216449660063518e-16
true-b-double,136,6.000000000000055,0.5,0.5599999999999964,5.5067062021407764e-14,0.0,-3.6637359812630166e-15
true-b-double,137,8.000000000000037,0.5,-0.660999999999998,3.730349362740526e-14,0.0,1.9984014443252818e-15
true-b-double,138,6.000000000000008,0.5,-0.0050000000000009065,7.993605777301127e-15,0.0,-9.063930161978817e-16
true-b-double,139,6.000000000000024,0.5,-0.36200000000000004,2.398081733190338e-14,0.0,-5.551115123125783e-17
true-b-double,140,6.000000000000011,0.5,-0.36000000000000054,1.0658141036401503e-14,0.0,-5.551115123125783e-16
true-b-double,141,7.000000000000085,0.5,-0.5900000000000066,8.526512829121202e-14,0.0,-6.661338147750939e-15
true-b-double,142,5.999999999999993,0.5,0.21400000000000405,-7.105427357601002e-15,0.0,4.052314039881821e-15
true-b-double,143,5.999999999999996,0.5,0.5600000000000044,-4.440892098500626e-15,0.0,4.3298697960381105e-15
true-b-double,144,8.000000000000085,0.5,-0.6570000000000076,8.526512829121202e-14,0.0,-7.549516567451064e-15
true-b-double,145,6.0000000000000195,0.5,-0.03200000000000097,1.9539925233402755e-14,0.0,-9.71445146547012e-16
true-b-double,146,6.00000000000001,0.5,-0.1540000000000005,9.769962616701378e-15,0.0,-4.996003610813204e-16
true-b-double,147,6.000000000000045,0.5,-0.3600000000000002,4.529709940470639e-14,0.0,-2.220446049250313e-16
true-b-double,148,5.999999999999998,0.5,-0.3319999999999998,-1.7763568394002505e-15,0.0,2.220446049250313e-16
true-b-double,149,7.0000000000000195,0.5,-0.5929999999999993,1.9539925233402755e-14,0.0,6.661338147750939e-16
true-b-double,150,6.000000000000025,0.5,0.24199999999999253,2.4868995751603507e-14,0.0,-7.466249840604178e-15
true-b-double,151,5.999999999999985,0.5,0.5570000000000074,-1.509903313490213e-14,0.0,7.327471962526033e-15
true-b-double,152,8.000000000000108,0.5,-0.6630000000000063,1.0835776720341528e-13,0.0,-6.217248937900877e-15
true-b-double,153,6.000000000000099,0.5,-0.2350000000000017,9.85878045867139e-14,0.0,-1.7208456881689926e-15
true-b-double,154,5.999999999999998,0.5,0.04899999999999954,-1.7763568394002505e-15,0.0,-4.649058915617843e-16
true-b-double,155,6.000000000000002,0.5,-0.35900000000000043,1.7763568394002505e-15,0.0,-4.440892098500626e-16
true-b-double,156,6.000000000000001,0.5,-0.36099999999999927,8.881784197001252e-16,0.0,7.216449660063518e-16
true-b-double,157,7.000000000000009,0.5,-0.5660000000000022,8.881784197001252e-15,0.0,-2.220446049250313e-15
true-b-double,158,6.000000000000044,0.5,0.10800000000000257,4.440892098500626e-14,0.0,2.5673907444456745e-15
true-b-double,159,6.000000000000082,0.5,0.5810000000000054,8.171241461241152e-14,0.0,5.440092820663267e-15
true-b-double,160,8.000000000000092,0.5,-0.668000000000011,9.237055564881302e-14,0.0,-1.099120794378905e-14
true-b-double,161,7.000000000000047,0.5,-0.3100000000000024,4.707345624410664e-14,0.0,-2.3869795029440866e-15
true-b-double,162,6.000000000000112,0.5,0.1700000000000024,1.1191048088221578e-13,0.0,2.3869795029440866e-15
true-b-double,163,6.000000000000016,0.5,0.5670000000000038,1.5987211554602254e-14,0.0,3.885780586188048e-15
true-b-double,164,8.000000000000131,0.5,-0.6700000000000098,1.3145040611561853e-13,0.0,-9.769962616701378e-15
true-b-double,165,6.000000000000077,0.5,-0.19600000000000248,7.72715225139109e-14,0.0,-2.4702462297909733e-15
true-b-double,166,6.000000000000079,0.5,-0.16500000000000248,7.904787935331115e-14,0.0,-2.4702462297909733e-15
true-b-double,167,6.000000000000097,0.5,0.02099999999999753,9.681144774731365e-14,0.0,-2.4702462297909733e-15
true-b-double,168,8.000000000000137,0.5,-2.1144110901274115e-15,1.3677947663381929e-13,0.0,-2.1144110901274115e-15
true-b-float32,1,7.000000000831087,0.5,-0.5919999999959306,8.310871990602209e-10,0.0,4.069411474461049e-12
true-b-float32,2,5.999999996821952,0.5,0.2439999989662181,-3.178048046947879e-09,0.0,-1.033781893422514e-09
true-b-float32,3,6.000000027599767,0.5,0.5590000003271172,2.759976691635302e-08,0.0,3.271171111762783e-10
true-b-float32,4,8.000000015280675,0.5,-0.6650000009313275,1.5280674503515e-08,0.0,-9.313274595967869e-10
true-b-float32,5,6.00000000522569,0.5,-0.2739999987527764,5.225690102861336e-09,0.0,1.24722360217433e-09
true-b-float32,6,5.999999971408076,0.5,0.07300000008975888,-2.8591924383647438e-08,0.0,8.975888088347261e-11
true-b-float32,7,15.99999999866251,0.5,-0.14099999998659668,-1.3374901186580246e-09,0.0,1.340330624266528e-11
true-b-float32,8,5.9999999784904725,0.5,-0.06999999969314406,-2.150952749246926e-08,0.0,3.068559434327156e-10
true-b-float32,9,7.000000021244917,0.5,-0.588999999403973,2.12449169367801e-08,0.0,5.96027005528299e-10
true-b-float32,10,5.9999999828704365,0.5,0.2349999981834919,-1.7129563545381643e-08,0.0,-1.8165080828413949e-09
true-b-float32,11,6.000000018860642,0.5,0.5590000022971499,1.8860641937124e-08,0.0,2.2971498037094307e-09
true-b-float32,12,7.99999999205358,0.5,-0.6560000007350555,-7.946420410576138e-09,0.0,-7.350554609431015e-10
true-b-float32,13,5.999999993160505,0.5,-0.1559999998762947,-6.839495192423328e-09,0.0,1.2370529600680413e-10
true-b-float32,14,5.999999993655635,0.5,0.007000000785179744,-6.3443650333283585e-09,0.0,7.85179744139386e-10
true-b-float32,15,6.000000005611099,0.5,-0.20399999950932826,5.61109914087865e-09,0.0,4.9067172547268e-10
true-b-float32,16,6.000000000679996,0.5,-0.2050000000744305,6.799956153713538e-10,0.0,-7.443051730504635e-11
true-b-float32,17,6.000000034490839,0.5,-0.1770000014038033,3.4490838629608334e-08,0.0,-1.4038032958296753e-09
true-b-float32,18,5.99999997804836,0.5,-0.1789999995190633,-2.195163961715707e-08,0.0,4.809366793701031e-10
true-b-float32,19,5.99999999569822,0.5,-0.1819999996174043,-4.301780265336674e-09,0.0,3.82595705117339e-10
true-b-float32,20,7.000000029908393,0.5,-0.5900000023364154,2.9908393095468e-08,0.0,-2.336415394488256e-09
true-b-float32,21,5.999999986254292,0.5,0.24000000016937315,-1.3745707683199271e-08,0.0,1.693731543905841e-10
true-b-float32,22,6.00000001398148,0.5,0.5579999996968209,1.3981479973779187e-08,0.0,-3.0317914845312544e-10
true-b-float32,23,7.999999968112304,0.5,-0.6579999995461863,-3.188769603923447e-08,0.0,4.538137643450568e-10
true-b-float32,24,6.000000026944037,0.5,-0.21500000132694067,2.6944037223586292e-08,0.0,-1.3269406684557339e-09
true-b-float32,25,5.999999965298342,0.5,-0.18999999814667756,-3.4701658435665195e-08,0.0,1.853322439959726e-09
true-b-float32,26,6.000000008123094,0.5,0.11599999902631326,8.123094197287628e-09,0.0,-9.736867423448814e-10
true-b-float32,27,7.000000011250008,0.5,-0.6040000007085051,1.1250008036256531e-08,0.0,-7.085051434430056e-10
true-b-float32,28,6.000000021267494,0.5,0.9010000016557435,2.1267494432208878e-08,0.0,1.6557434312503005e-09
true-b-float32,29,7.000000004834203,0.5,-0.9080000006439,4.834203259918013e-09,0.0,-6.438999333724382e-10
true-b-float32,30,7.000000001861247,0.5,-0.906000001318228,1.861247156398349e-09,0.0,-1.318227971225383e-09
true-b-float32,31,6.99999999713642,0.5,-0.5839999999981107,-2.8635795956688526e-09,0.0,1.889266521004629e-12
true-b-float32,32,6.0000000098912825,0.5,0.2350000010447735,9.891282459761896e-09,0.0,1.0447735176999373e-09
true-b-float32,33,5.999999998864086,0.5,0.5630000003601465,-1.1359135854149827e-09,0.0,3.601465792257841e-10
true-b-float32,34,7.999999979973077,0.5,-0.6629999998168296,-2.002692323088695e-08,0.0,1.8317047878468884e-10
true-b-float32,35,6.000000006206769,0.5,-0.15300000077396358,6.206769320726835e-09,0.0,-7.739635876635731e-10
true-b-float32,36,6.000000006736535,0.5,0.021999999850057503,6.736534885476431e-09,0.0,-1.4994249591948616e-10
true-b-float32,37,7.000000006396955,0.5,-0.2959999993202608,6.396954965737223e-09,0.0,6.797392093638166e-10
true-b-float32,38,5.9999999778284065,0.5,-0.1819999997341625,-2.2171593450082128e-08,0.0,2.658374909092487e-10
true-b-float32,39,5.9999999933553285,0.5,-0.012000000546451561,-6.644671479705266e-09,0.0,-5.46451561084238e-10
true-b-float32,40,6.999999992805508,0.5,-0.2249999993387506,-7.194492113171691e-09,0.0,6.612494163338312e-10
true-b-float32,41,6.99999999125473,0.5,-0.5679999999485572,-8.745270285714923e-09,0.0,5.144273895751894e-11
true-b-float32,42,6.000000000643082,0.5,0.24599999974941467,6.430820320701969e-10,0.0,-2.5058533026367513e-10
true-b-float32,43,6.000000023832625,0.5,0.569999999242357,2.3832624762576415e-08,0.0,-7.576429483791003e-10
true-b-float32,44,7.9999999990668815,0.5,-0.6730000006468387,-9.331184713801122e-10,0.0,-6.46838693718621e-10
true-b-float32,45,5.999999991129335,0.5,-0.275999998390627,-8.870665091365026e-09,0.0,1.6093730237365378e-09
true-b-float32,46,5.999999961967293,0.5,0.704000000024411,-3.8032706761725876e-08,0.0,2.441102875394563e-11
true-b-float32,47,8.000000034800317,0.5,-0.7710000012825386,3.4800317294525485e-08,0.0,-1.2825386308534803e-09
true-b-float32,48,8.000000004269308,0.5,-0.7609999998576291,4.269308462312438e-09,0.0,1.4237089285273896e-10
true-b-float32,49,6.9999999983029655,0.5,-0.5749999985190982,-1.697034512915252e-09,0.0,1.4809017345740472e-09
true-b-float32,50,5.9999999827441854,0.5,0.23400000009598965,-1.7255814555028337e-08,0.0,9.59896329089105e-11
true-b-float32,51,6.000000050647712,0.5,0.5679999981597734,5.0647711802298545e-08,0.0,-1.8402265267170037e-09
true-b-float32,52,8.000000033331943,0.5,-0.6810000010655795,3.333194342758361e-08,0.0,-1.0655794024927445e-09
true-b-float32,53,5.999999984995911,0.5,-0.20699999940829172,-1.5004088638193025e-08,0.0,5.917082657180828e-10
true-b-float32,54,5.999999998461746,0.5,-0.22300000043384133,-1.5382539686470409e-09,0.0,-4.338413239768357e-10
true-b-float32,55,5.999999988508798,0.5,0.6930000015981739,-1.1491201767910297e-08,0.0,1.5981739265313877e-09
true-b-float32,56,7.999999956178423,0.5,-0.771999999230429,-4.3821576589664346e-08,0.0,7.695710735333705e-10
true-b-float32,57,7.999999992078074,0.5,-0.7640000006299615,-7.921926226117648e-09,0.0,-6.299615273874792e-10
true-b-float32,58,7.000000011562268,0.5,-0.5849999998337031,1.1562267587805763e-08,0.0,1.6629686516722586e-10
true-b-float32,59,6.000000013522455,0.5,0.23799999857236914,1.3522455155623447e-08,0.0,-1.4276308468730292e-09
true-b-float32,60,6.000000015984728,0.5,0.5610000011787729,1.5984728207740773e-08,0.0,1.1787728571022171e-09
true-b-float32,61,7.999999999274878,0.5,-0.6519999997016119,-7.251221845194777e-10,0.0,2.9838809201265803e-10
true-b-float32,62,5.99999999696273,0.5,-0.21399999945940218,-3.0372699910685697e-09,0.0,5.405978165118341e-10
true-b-float32,63,5.999999987111824,0.5,-0.1639999994056221,-1.2888175859870898e-08,0.0,5.943779080030964e-10
true-b-float32,64,6.0000000165836225,0.5,-0.1910000008029043,1.658362247525247e-08,0.0,-8.029042986024137e-10
true-b-float32,65,5.999999982409929,0.5,0.037000000164451444,-1.7590070733319862e-08,0.0,1.6445144551680002e-10
true-b-float32,66,6.9999999866130675,0.5,-0.3979999998367041,-1.3386932451453504e-08,0.0,1.6329593233166406e-10
true-b-float32,67,6.9999999940277595,0.5,-0.5790000001815682,-5.9722404799344986e-09,0.0,-1.8156820491554981e-10
true-b-float32,68,5.999999965621873,0.5,0.1930000001274154,-3.437812701179155e-08,0.0,1.2741538379934525e-10
true-b-float32,69,5.999999976696828,0.5,0.5669999992046768,-2.3303171836630554e-08,0.0,-7.953231406787609e-10
true-b-float32,70,8.000000003109818,0.5,-0.6709999991921651,3.1098181807465153e-09,0.0,8.078349100770765e-10
true-b-float32,71,6.000000045464288,0.5,0.07899999943294805,4.54642883340739e-08,0.0,-5.67051947064634e-10
true-b-float32,72,7.999999969604982,0.5,-0.4889999994194913,-3.039501805801592e-08,0.0,5.805086966681472e-10
true-b-float32,73,7.000000012808722,0.5,-0.5729999995913967,1.2808722082979784e-08,0.0,4.086032623362712e-10
true-b-float32,74,6.0000000274374115,0.5,0.1690000003552876,2.7437411453945515e-08,0.0,3.552875771362096e-10
